89072
52089	1158	45949
52273	1158	30289
54180	1178	7849
44858	1366	2407
55068	813	10257
54217	521	10129
32370	274	9732
30124	590	9618
55581	1090	17971
29390	1366	15859
56120	1158	32166
52639	1158	30423
45672	1178	1052
48754	1275	44592
47988	439	9862
36525	810	9638
43381	1291	42246
32803	274	29725
48762	1158	29566
47249	521	25558
38602	895	44218
39598	936	37899
31499	1090	31248
51233	1178	23504
35178	1291	56139
51963	1158	51548
29975	1158	44023
54268	69	49652
53854	1178	16210
29162	1366	2564
36204	1178	10944
29128	302	40529
38877	722	33329
36698	1366	10759
36051	1366	19964
51962	1366	8547
54604	521	3210
29170	1291	39960
55392	347	36752
56893	1090	26530
43427	1158	42803
48713	1366	20911
52007	521	3890
55489	936	565
39677	1366	1962
44548	1366	13178
53363	1158	30540
54344	1366	4613
52763	79	44997
32974	351	39422
44431	1178	10589
56710	156	25944
49943	79	28501
57848	722	43180
37532	1366	17232
52053	1076	46646
52182	521	9287
51295	936	9358
53449	79	40576
37200	1366	22068
38575	521	17259
56845	347	34665
28877	1366	22044
36433	439	8633
37979	251	5182
31222	1178	13671
53144	1366	2437
44899	839	29042
40360	521	22005
52593	1158	34007
34146	1291	41281
54231	1178	4248
34761	521	7658
35596	1158	30319
53835	20	11440
47254	1366	455
42772	1178	15574
31229	1291	42913
38940	1366	8162
44989	347	39772
54841	1178	4242
51874	170	35696
32058	347	43279
43594	521	8348
53348	1074	53349
54036	1366	7973
55228	1366	2323
55830	266	48824
57615	1178	23381
52240	1291	44070
53906	20	11252
38464	1178	3826
54272	1158	42473
54743	1090	16806
39227	347	36536
56560	1158	29420
57261	1178	7597
55336	1178	15201
31081	1178	27867
52124	1178	3618
29518	79	43756
53367	1366	6860
35700	1178	11741
54006	936	38042
51977	1217	27271
42463	722	44968
56547	936	2272
53731	1366	10658
52860	1178	24069
33367	1178	1821
45768	156	3018
52667	347	32275
39828	521	7040
36054	1158	42753
37433	1366	3986
49887	893	40764
32660	1366	18727
53550	1366	4352
50201	883	58373
56326	521	22950
44561	1178	16912
53650	1158	43513
39586	1158	50535
55646	1366	19766
32315	1158	56269
40119	1366	1803
37305	79	44166
36687	1158	38758
57472	1158	45034
54594	274	34653
37070	1178	19262
46808	1366	9356
38551	1178	12453
55332	1366	18727
39854	1366	14169
31700	1299	58364
41871	1299	45268
56339	1366	19307
36175	1158	57078
48970	1178	14517
55464	1158	41168
49544	1366	15109
52339	1184	54158
53547	1366	866
58646	1325	44760
32000	79	39960
55886	521	17272
33745	1158	41196
45952	1275	31181
43718	1291	45531
53990	521	20986
33747	1158	33917
51105	722	33320
36952	347	50418
45417	1217	18623
30203	89	18548
54154	79	56817
53452	1366	9365
55741	1178	24204
46534	521	20189
29968	1299	32318
40195	1178	8503
44033	521	25545
54560	1178	5378
30293	79	30292
54425	1366	6757
44894	347	42692
44131	1178	11924
39867	936	37901
35337	810	51265
40227	1178	20426
51614	79	48711
44894	1178	13277
49534	1291	50943
57872	1124	9464
50559	1366	16413
46490	347	30322
52593	1000	9115
32713	1158	29654
29023	89	24295
55217	810	37549
31055	251	23194
39843	1366	848
47818	1366	7136
35435	1178	30855
32301	1366	3912
29973	936	36129
33371	1158	31982
34746	521	5403
53553	521	22047
56923	1178	24671
33443	1178	18133
34880	156	7040
56501	893	53121
46626	1366	27310
30819	521	26737
54432	230	55055
52337	1366	9732
48997	1291	40874
48040	1158	45904
54200	79	51644
53725	1366	10449
54174	1158	34990
56345	521	13083
33318	1366	11717
29280	1178	58356
56362	521	13608
43339	521	8529
32323	996	2459
48851	722	51629
34941	1303	5055
44111	347	33203
32976	22	32977
32468	1158	33026
53322	877	29495
47498	1158	45000
36423	1366	4118
57444	1158	52428
50803	1178	12221
49389	118	7626
53545	54	29057
46112	1303	1592
54908	322	24172
39886	1158	58908
31419	893	33260
31417	810	25417
51856	1158	42626
57872	20	58572
30586	521	9384
52739	156	5524
37175	22	37176
53835	79	43965
27228	813	47436
37234	521	8193
33302	1366	10164
51895	1178	2047
29826	883	31941
54914	1158	36221
30092	22	36694
29983	1158	45128
32114	1178	16783
54731	461	10385
39709	1366	970
44040	1366	19559
55741	1178	19490
54677	347	43298
49411	1178	10643
39844	1158	45748
53907	439	58493
36904	479	49563
32957	1366	26080
30038	1158	51522
57569	1178	5692
54398	722	37703
48890	79	40308
30464	521	8552
49203	1158	46824
44266	1158	48934
55193	1178	5684
34373	1366	23662
51449	1178	16739
48004	1178	2115
55381	521	579
48791	1158	31591
55789	1366	3829
39478	1178	1538
47991	521	4007
55504	813	9623
53895	668	27456
34584	1178	16734
54736	1158	42445
47882	1178	19962
53584	79	46675
57380	1158	50630
53336	1178	24952
43493	1178	4519
53511	156	20655
57400	1291	52536
55069	521	28560
54230	1178	2026
47051	1366	461
54528	20	8219
53962	1217	26960
30661	1158	51021
56964	1366	22068
35190	521	15519
30816	1291	29443
38568	1178	2609
31459	1366	11506
46620	79	43866
38716	1178	51316
53369	1178	11880
30172	578	44903
36078	1107	31565
57911	1090	207
46460	1158	41797
52285	1178	10849
40915	722	31633
55889	1291	42361
49954	1158	36519
49606	1178	24692
56828	79	32562
52302	1158	42254
35179	224	17721
35165	1366	2185
38970	79	48110
50555	347	32459
54297	1178	1668
46763	1178	948
46723	1158	52775
53781	347	50686
39617	1366	18211
35982	1178	24246
52858	1158	50892
48169	1275	57182
39328	1178	24155
51730	274	42914
54601	1158	41523
53461	810	39453
35251	1366	19884
45801	1178	6364
31887	1366	3615
52179	521	22504
30133	521	15626
50855	79	47788
52947	1178	28279
54506	1178	3788
58151	185	2351
47330	1178	41554
55372	1076	17858
30137	1178	3803
34193	810	50807
29110	521	15758
43577	1178	22839
36051	1366	9436
42685	1158	49434
32027	1158	41199
52004	1353	35896
37191	1178	18721
43342	1178	11440
38617	1366	2588
55445	521	11757
32658	521	24338
47726	1158	41962
32886	422	823
32059	461	4818
38371	1158	50318
52987	1217	15258
38667	274	40753
56649	521	4280
40005	79	40004
38694	1178	34019
44264	1178	3462
40354	1178	14955
55418	461	21958
49453	1178	10893
33809	1291	33808
38681	1178	5933
40222	1366	12383
54164	893	38767
54553	1158	37693
33360	347	38232
44136	1366	19680
35624	1178	3834
53369	1178	12092
53769	741	23101
52765	1178	2416
32769	1158	49251
54971	521	4097
39699	1158	41266
52086	810	51790
31999	1158	34002
34742	1366	1839
36635	1291	37598
29153	1178	18842
47703	1366	23404
53598	521	26370
46548	441	27994
31790	1178	3978
53987	79	56992
52674	891	40357
36690	1178	6181
40257	274	56752
54219	1158	42572
36251	1178	8270
47557	1158	40784
50694	498	24466
41566	1161	7962
44537	869	23102
31619	1178	3785
39469	1178	20096
52693	1291	45264
57514	1178	12182
34138	1158	45561
31499	1305	28893
39227	722	31541
44536	1158	41289
35894	1366	9732
51870	59	43555
34353	1366	2252
53264	521	10305
35196	521	2031
47256	722	46893
37569	1178	7816
50801	1178	10805
