113583
41230	357	6946
46961	357	2276
41935	357	15841
32616	357	1236
46948	357	8738
35133	357	8684
50959	186	28876
51054	301	48148
34849	357	19706
50631	357	2534
53352	357	22487
45074	96	43175
51454	174	36642
27760	301	31266
37134	357	15964
51696	301	38952
28981	357	3934
41113	337	34745
26283	186	44221
26379	278	26552
53024	357	3851
45066	357	21161
51182	174	49353
35917	301	26692
31374	357	2953
28096	301	41148
53074	357	3883
54968	357	24483
53993	337	53918
27844	139	54347
32855	357	10549
46534	357	3465
31171	357	11434
54348	357	8110
52466	357	16694
52602	357	8947
40768	301	37638
43978	229	33168
34537	357	11196
41776	301	40308
53057	357	20969
51853	357	2641
27339	357	5587
26391	357	20612
28678	301	48873
49612	337	37880
51050	357	15844
46387	357	15814
52396	301	55882
29657	337	27619
28088	357	9635
53222	357	11611
52971	96	47758
35671	357	24640
50900	357	24314
54436	357	16566
55350	357	2636
46387	357	4607
31207	301	47396
54136	337	54350
45135	357	20891
44465	357	2668
50234	357	15618
40882	139	55780
51246	357	1620
29498	357	5744
30932	357	25058
46220	357	24548
35723	357	17054
26826	357	15112
45114	357	23417
33919	357	14995
32647	357	22366
46454	357	20029
27243	301	47664
52347	301	46245
39673	357	5655
31104	337	30447
34203	301	37765
48483	357	4676
37530	341	37529
39732	357	5093
44018	357	25268
55322	17	27550
46181	357	19148
51233	357	5757
43713	20	17032
51353	357	20151
30215	357	16678
41794	357	3619
27193	166	10573
40467	357	895
37281	357	18907
37292	357	12635
31476	357	23969
37328	357	20151
43837	301	33622
45354	229	38236
37194	357	6019
32647	357	4904
26430	96	31002
42831	357	22943
28628	357	22492
36582	17	44385
28086	357	818
28392	357	5406
38572	357	2510
27231	17	45708
41431	357	2185
46351	357	4301
48448	357	3525
52155	357	1204
36152	311	14046
29259	226	26248
49074	357	3941
52001	357	9716
33875	357	650
39352	357	14402
49991	357	12107
29268	229	31377
28788	357	4502
50904	357	9049
39374	357	5757
36437	357	18312
50272	301	36005
32369	301	44693
27393	357	19332
28118	357	19867
27729	357	1033
37232	357	8152
53177	357	7150
29556	357	1152
45421	357	25250
35584	357	16735
36296	357	3690
26820	301	49097
48650	301	44605
51738	357	5886
50688	357	1201
46101	357	12568
28982	357	14793
55548	357	1291
52924	357	12231
52585	357	24607
44663	357	12090
41113	301	38257
37170	357	20282
54474	301	37370
44733	357	2935
32829	357	10068
54475	357	5969
52702	357	9966
43930	357	3598
41619	357	16686
50695	357	1621
32916	357	5636
33192	180	225
52069	357	8110
36743	337	42554
28474	311	3179
26323	357	7468
49320	357	4496
47768	301	41030
29823	357	14568
48816	174	44889
33354	357	11589
40917	17	40115
41476	357	2393
41221	357	5712
31243	357	9855
46786	357	5212
46800	357	19056
31475	357	15814
26302	357	6037
28084	357	18309
52586	357	25220
52677	357	22865
33167	357	15830
48513	357	5425
31937	357	1590
31924	314	51084
37459	337	41736
35769	301	40231
48915	357	3193
36929	301	45465
42208	357	31
29955	337	30898
29956	357	20526
43107	301	32090
28297	357	21070
41852	17	38090
29170	357	15286
32476	17	33527
51076	357	12043
45538	357	21215
33501	357	2655
29398	301	47019
51471	357	21040
34620	357	22168
54938	357	18858
54076	357	4282
39958	357	1338
41412	357	5661
49403	357	15229
36147	301	48187
33934	357	9632
51594	357	1838
27332	357	25626
43054	357	3193
38037	357	933
41716	301	45770
29656	357	16955
29354	96	47247
34132	357	18571
51114	357	20187
37104	357	1618
49654	357	5969
50944	17	37040
50234	357	12939
53467	357	7809
52529	229	52527
41110	337	41817
51732	357	20300
44930	357	20907
30134	357	15007
34190	233	31848
55753	357	6037
44113	139	3121
44366	357	3642
41871	337	35760
54864	357	21487
44772	357	25488
27433	186	40358
55490	357	5202
30282	357	9743
52872	357	11737
52921	357	5969
44361	357	1022
50531	357	6499
46988	357	3528
31276	357	13302
44015	357	3134
32809	357	4790
28553	357	6710
53616	357	10525
51684	357	6176
34328	301	32914
46840	357	4227
55415	301	39545
53691	301	53880
53248	357	8164
46378	357	17726
52509	17	36127
34559	17	30648
43857	357	5878
53213	357	11736
50804	229	50803
54996	357	5517
29823	357	15520
53905	357	10245
34534	357	15964
40484	301	54642
38881	357	19701
34404	357	19538
55015	301	40537
28656	357	5740
34542	357	5639
37353	337	39267
29670	357	9497
52654	357	20181
55423	229	33440
52642	17	35350
54697	357	15515
52220	17	30189
53021	357	3193
51867	301	39201
39757	357	8293
29208	357	11257
45335	301	33004
32798	17	45892
55035	357	19005
46796	357	5949
41937	357	10605
49422	301	39262
29366	357	3193
54841	357	4018
39893	357	13477
39988	357	14457
30999	357	8900
49129	357	19285
54868	186	33911
29978	186	41211
48882	208	48881
52411	186	53603
44069	357	6608
42671	357	21573
50860	17	43434
49281	301	42409
41110	301	46130
53248	174	48499
50120	357	1752
51187	96	38122
48357	357	18740
42655	357	25035
52852	357	21375
50098	39	10858
48879	301	28302
51817	301	43854
40605	311	2733
29904	357	3962
32490	357	5808
54063	357	5687
51233	357	11943
35018	357	5876
28645	357	11603
42842	186	39185
51408	17	38620
35385	357	8705
36775	301	40619
36537	357	12797
51426	357	15728
35071	357	9970
45067	357	7227
54791	357	11921
28469	357	5808
40987	357	4025
52952	357	16635
41438	357	14561
33239	357	23937
41440	357	18687
52460	357	25232
35095	357	22313
51029	357	18094
43136	357	22189
36327	17	33823
41776	357	23883
31565	357	16058
50424	357	12911
34643	186	35298
37123	357	2820
28448	139	5969
34469	139	41585
51518	357	8224
43578	357	19347
31425	301	49617
34700	186	34288
54450	301	50278
31306	357	14528
26547	17	31650
26814	357	8540
45458	357	10538
51156	301	29457
34573	357	5916
55457	357	10300
51040	357	6132
45421	174	49596
37207	357	15398
49921	357	10659
42655	301	29335
29216	357	5302
29265	245	24833
31477	357	18445
48887	357	3179
51478	357	8685
28944	272	42477
32918	357	8001
35103	311	7755
46193	357	17655
51754	357	21725
30565	357	15960
39988	357	3532
35025	357	4223
49931	357	1996
51656	357	21047
31345	357	25666
49548	96	48243
30947	301	36227
26232	357	5483
28632	96	45699
37220	301	47030
31493	337	28749
34692	301	37540
50824	357	3193
45068	357	10684
49563	259	26270
